f1,f2,f3,label
2.534539,1.239118,1.213263,0
2.504731,0.44772700000000004,8.486628999999999,1
0.048147,8.574499000000001,6.354998,1
6.650028999999999,3.686779,1.876002,0
8.170094,5.641093,7.626727000000001,1
6.737667999999999,5.719864,5.976116,1
0.399267,1.223575,1.447798,0
8.434739,2.529864,3.2868769999999996,1
3.7689809999999997,4.50014,6.191876000000001,1
4.947867,4.678506,4.499808,1
3.253006,0.854806,4.477886,0
4.5415849999999995,6.3538879999999995,3.7891690000000002,1
1.9949810000000001,1.4158959999999998,5.478427,0
7.13576,1.454543,7.299869999999999,1
2.678118,8.747667,7.222961,1
1.277531,0.509838,2.082135,0
5.009978,8.274011999999999,1.320225,1
2.952518,5.820034,4.953859,1
6.6748389999999995,9.431746,6.108558,1
5.785634,9.897727,3.9281040000000003,1
1.313623,9.406531,6.513262999999999,1
0.861074,3.813132,5.984411,1
2.5607990000000003,3.2073720000000003,4.65205,1
3.7172099999999997,6.734185000000001,8.884843,1
5.008196,0.20506799999999997,8.685034,1
6.025101,3.638893,4.166238,1
3.070638,0.274796,3.9163660000000005,0
0.172523,7.844469999999999,6.636887,1
7.251,3.15015,9.935528999999999,1
6.963282,5.91994,1.651268,1
9.127311,6.303318,3.3624110000000003,1
3.037502,2.2472540000000003,1.57171,0
2.452322,0.256743,6.006412999999999,0
3.895636,0.172651,1.177363,0
0.44744799999999996,5.093729,5.822547,0
2.938198,2.459434,2.106117,1
5.609583,2.041645,8.301274000000001,1
7.961585,9.952541,2.096946,1
6.255859,5.459357,9.933417,1
7.706611,1.505127,7.339060000000001,0
1.76187,3.345473,8.636353999999999,1
3.518124,9.813718,2.623781,1
4.907447,8.446328,4.585543,1
0.905761,6.691660000000001,8.034844,1
8.733305,6.336118,9.088208999999999,1
6.28866,1.185155,3.783786,0
6.644512,3.717203,1.837879,0
5.22233,9.176938999999999,4.510055,1
2.522412,3.1464090000000002,2.641706,0
2.960127,5.265487,0.006108,0
3.711815,4.591651000000001,5.7132190000000005,1
1.283311,3.748064,1.1329200000000001,1
0.084182,0.221129,6.711506,0
1.406284,0.495292,8.917359,1
4.212494,0.755239,2.401918,0
9.932178,6.9119720000000004,6.419023999999999,1
0.058380999999999995,9.06073,8.495125999999999,1
4.326217,8.501234,0.8860819999999999,1
3.092885,6.599301,2.655608,1
0.34736500000000003,3.788528,4.392812,0
4.009656,1.1043180000000001,6.804388,1
1.599609,5.721747,3.466736,1
6.476986,5.868653,5.246928,1
2.780625,1.665952,8.863754,1
0.7266819999999999,7.35888,5.857514,1
5.860114,6.743597,3.0909310000000003,1
3.3428980000000004,5.746539,3.329194,1
9.535067,7.7220059999999995,4.121809,1
8.826324000000001,0.9261969999999999,8.960663,0
6.647945,2.4273990000000003,6.238036,1
8.296052,1.484964,9.534096,1
3.150916,8.39785,3.915683,1
5.75673,9.773197,8.930498,1
6.516794,2.021429,0.569842,0
7.767967999999999,3.899036,3.549955,1
1.621042,7.671764,0.847757,0
8.597961,9.808419,0.873297,1
2.235818,7.111333,8.370838000000001,0
8.596297999999999,7.904934,1.608547,1
6.302784,5.52423,5.624813,1
5.297427,4.555311,3.676358,1
6.576739999999999,4.2462,1.6739119999999998,0
8.145236,5.223867,1.647741,0
2.8956310000000003,2.4954970000000003,0.213642,0
2.3039169999999998,1.0869389999999999,6.739499,1
8.198273,5.110336,5.071605,1
3.01527,6.6801520000000005,8.541785,1
2.204381,4.1665980000000005,1.3775680000000001,0
8.721909,5.053926000000001,9.316028999999999,1
9.300125999999999,0.989941,9.643355999999999,1
6.213808,1.291097,7.211639,1
3.786594,7.425281,0.6030310000000001,1
8.51222,7.34253,0.630247,1
2.4528659999999998,5.701852,3.505063,1
2.3820040000000002,2.046848,4.7861910000000005,0
6.213446,6.163759,2.088193,1
1.2176850000000001,1.404221,0.23400300000000002,1
2.3941619999999997,9.877359,7.963172,1
1.168456,5.174811,7.717408,1
2.6000919999999996,8.320439,1.045562,1
5.662969,1.675809,7.822804,1
7.377661,1.327868,3.583971,0
3.3747160000000003,8.370161,4.346049,1
4.533919999999999,6.434242,4.523517,1
7.838464,4.757521,6.269415,0
4.63488,4.232588,8.840596000000001,1
9.407397999999999,6.5580039999999995,0.758387,1
4.878443,1.8039490000000002,3.119802,1
3.4797580000000004,0.942607,8.657247,0
2.270475,2.241218,0.617084,0
0.611379,4.963133,5.233354,1
1.397376,9.756871,0.896904,1
4.514392,7.1663190000000005,9.468466000000001,1
1.398907,8.309061,4.952608000000001,0
4.867065,5.710995,2.813796,1
7.514945,5.933598,0.286921,1
6.876205000000001,8.944168,1.852122,1
1.185386,2.4692060000000002,4.7918709999999995,1
7.432339,0.025224,6.942064,0
9.782095,7.8389679999999995,8.065555,1
5.005288,7.53402,3.445759,1
5.843081,8.398367,7.2105,0
4.109362,0.024296,0.45565600000000006,0
5.9578940000000005,0.742577,2.61901,0
9.686745,4.471132,1.980779,1
6.940338000000001,6.77265,2.668895,1
6.797874,9.610959,3.2023919999999997,1
7.449927000000001,1.267946,0.8764559999999999,0
8.801967,4.322215,8.859409,1
2.720582,6.069909,5.355195,1
6.0942050000000005,5.810851,8.45425,1
6.553428,1.07326,4.8861989999999995,0
5.544392,6.866978,7.112302000000001,1
3.639628,9.781197,6.857407000000001,0
9.392156,0.059799,7.0174710000000005,1
1.3277450000000002,7.893927000000001,9.297297,0
2.216141,8.156706,4.77476,1
4.226614,0.129955,1.7666669999999998,1
5.940805,0.220917,2.37292,0
1.294178,7.259119,8.734405,1
4.126097,5.846707,9.323299,1
5.627903,6.180707,8.203227,1
6.240505000000001,5.2206980000000005,1.862141,1
3.114625,1.159437,7.6979619999999995,1
9.316142999999999,2.472721,0.267489,0
2.6026759999999998,2.0341560000000003,3.863577,0
2.255073,6.236497,1.037715,1
3.4956160000000005,9.77212,0.387821,1
5.618826,9.71112,5.3874379999999995,1
5.891826,3.590665,6.266788,1
8.811361999999999,8.128929,9.700582,1
9.288366,7.398542999999999,7.256753,1
9.871264,7.524242,2.147266,1
9.558398,6.010843,1.017423,1
2.2473400000000003,2.0551369999999998,5.362722,1
1.827257,5.750543,3.36467,1
5.461663,8.752108,8.692814,1
2.3427729999999998,4.959601999999999,3.485821,1
3.088531,3.186402,3.080123,0
0.5849449999999999,0.336876,0.981406,1
7.861119,3.128672,2.930151,0
9.139515,3.947573,9.232988,1
6.002711,4.595711,7.129811999999999,1
0.34625300000000003,0.494482,5.276052,0
9.246591,3.9688660000000002,7.1614059999999995,1
8.928467999999999,0.647226,2.7434990000000004,0
3.833628,5.823622,4.393895,1
6.1604980000000005,5.375301,4.874783,1
8.503973,7.804933999999999,1.441133,1
1.752507,0.674122,9.030344,1
5.269832,6.160157,5.585186,1
6.6546389999999995,0.861238,1.424002,0
4.830103,8.585407,7.4905919999999995,1
9.232634,0.234091,5.775569,0
6.057713,0.169464,7.484835,1
5.544765,2.359618,6.239827,1
0.164551,7.680960000000001,1.6922270000000001,1
8.355082000000001,0.722571,9.672276,1
6.882728,5.257462,9.240999,1
6.1187,0.6650010000000001,9.438596,0
9.250409,6.929188000000001,4.707374,1
7.16328,0.482943,1.549303,0
0.652408,9.034138,5.439204,1
1.393756,1.6790310000000002,0.245912,0
9.359991,1.9381389999999998,3.475366,0
2.66071,3.147642,1.339987,0
8.405105,0.580987,3.080804,0
1.2459879999999999,2.5194,5.472608,0
9.448588,0.179982,8.979439,1
0.662926,0.528742,9.832861,1
9.562880999999999,5.2720650000000004,7.512506,0
6.951096000000001,7.758417999999999,2.514944,1
9.696557,5.99031,4.02616,1
9.137952,5.366147,1.9007049999999999,1
5.947133999999999,4.98151,2.066861,1
7.50091,7.539469,7.689519000000001,1
7.719450999999999,6.668958,3.5613669999999997,1
7.1977009999999995,3.394228,9.69771,1
8.666293,7.210217,7.717217,1
4.968635,0.232161,1.9284759999999999,0
6.222471,5.954636,7.022459,1
1.320783,8.923164,2.903479,1
3.904674,4.97034,4.461040000000001,1
2.509809,2.150559,8.355082000000001,0
8.819517,1.916449,8.611637,1
5.310677,8.309347,2.7777990000000004,1
