f1,f2,f3,label
8.986205,5.693188,6.164788,1
9.433353,0.610301,3.3442629999999998,0
1.3035,7.588847,0.675884,0
0.899611,4.189058,5.291951,1
7.347106,6.561491,5.011639,0
4.255114,1.496933,3.82895,0
7.593412,1.51745,7.980059,1
9.258519,3.901271,7.00961,1
9.594459,3.174398,0.198657,0
3.784698,3.5429199999999996,0.7005100000000001,0
1.131766,1.3763940000000001,8.964342,1
5.565452,4.256293,3.35607,0
0.8177840000000001,8.367709,2.998856,1
9.864642,6.827806,2.205145,1
8.345257,0.185204,9.213419,1
4.086475,6.223029,5.848501000000001,1
9.397427,6.047157,2.7087470000000002,0
9.590076,3.4092559999999996,8.270323,0
4.78565,7.234665,2.7532200000000002,0
1.490958,6.1092900000000006,3.26366,1
4.476999,6.262516000000001,7.381639,1
3.090323,9.586783,1.799696,1
9.771988,1.013115,9.039355,1
7.236144,4.887856,7.539397999999999,1
0.9350129999999999,0.248144,9.815695,0
3.657401,8.086019,1.246933,1
5.320683,4.000154,8.794152,1
0.109444,2.0578119999999998,9.120382000000001,1
8.320329,6.502021,8.928084,1
6.088805000000001,0.727781,2.846231,0
1.740896,1.885586,9.719256,1
6.773442,7.258653999999999,5.610609999999999,1
7.506798,5.426305,8.233545,1
3.5123230000000003,9.480478999999999,9.607249000000001,1
3.480633,8.401402000000001,5.644648,1
0.459214,4.76503,8.176519,1
1.267051,7.104603999999999,0.190194,0
7.832385,3.0364240000000002,3.2166490000000003,0
4.92201,2.935905,8.550321,1
0.19455799999999998,4.1609300000000005,9.403908,1
9.587235,7.637453999999999,8.865555,1
7.117932000000001,8.472804,1.932565,0
6.874206,7.577213,4.1886410000000005,1
2.342243,2.365161,6.1129620000000005,0
9.469766,6.3031559999999995,0.96515,0
9.339580999999999,4.181798000000001,6.875431,1
7.117703,5.425751,5.957044000000001,1
9.586681,5.360951999999999,5.013618,1
2.998405,3.879174,2.273476,1
2.351978,4.206041,0.714902,0
1.7832540000000001,4.903543,6.559603999999999,1
7.268704,2.6725659999999998,7.734791,1
8.975722,8.699942,4.04062,1
2.88174,0.9160510000000001,2.576895,0
6.341803,8.533938000000001,7.311705,1
3.89489,2.325323,5.102401,0
6.204496,7.375877,7.009633,1
1.581918,7.724535,7.7826580000000005,1
2.628079,4.342261,7.4906690000000005,1
7.014827,5.225461,6.635253,1
3.9254019999999996,0.675873,4.305853,0
1.591924,6.882747,6.806585000000001,1
5.416686,4.118289,3.862211,0
6.443613,8.964611999999999,6.204872,1
6.340489,3.214505,1.204582,0
0.93904,8.98724,1.28758,1
3.329501,8.778249,3.4639019999999996,0
4.00371,0.09915399999999999,6.334878,0
0.775027,0.640731,4.736255,0
7.523478,1.54284,0.300678,0
5.661129,4.162889,2.2517400000000003,0
3.1275009999999996,8.456612,4.752851000000001,1
